Axes,Series,Index,X,Y,Z
axes1,line1,1,0,0,
axes1,line1,2,0.0001170246244,0.2388137518,
axes1,line1,3,0.0002340492487,0.4668412031,
axes1,line1,4,0.0003510738731,0.6845679164,
axes1,line1,5,0.0004680984975,0.8924576,
axes1,line1,6,0.0005851231219,1.090953092,
axes1,line1,7,0.0007021477462,1.280477298,
axes1,line1,8,0.0008191723706,1.461434092,
axes1,line1,9,0.000936196995,1.634209167,
axes1,line1,10,0.001053221619,1.79917086,
axes1,line1,11,0.001170246244,1.956670928,
axes1,line1,12,0.001287270868,2.107045296,
axes1,line1,13,0.001404295492,2.250614771,
axes1,line1,14,0.001521320117,2.387685719,
axes1,line1,15,0.001638344741,2.518550719,
axes1,line1,16,0.001755369366,2.643489181,
axes1,line1,17,0.00187239399,2.762767938,
axes1,line1,18,0.001989418614,2.876641815,
axes1,line1,19,0.002106443239,2.985354166,
axes1,line1,20,0.002223467863,3.089137395,
axes1,line1,21,0.002340492487,3.188213442,
axes1,line1,22,0.002457517112,3.28279426,
axes1,line1,23,0.002574541736,3.373082263,
axes1,line1,24,0.002691566361,3.459270753,
axes1,line1,25,0.002808590985,3.541544332,
axes1,line1,26,0.002925615609,3.620079294,
axes1,line1,27,0.003042640234,3.695043998,
axes1,line1,28,0.003159664858,3.766599225,
axes1,line1,29,0.003276689482,3.83489852,
axes1,line1,30,0.003393714107,3.900088516,
axes1,line1,31,0.003510738731,3.962309249,
axes1,line1,32,0.003627763356,4.021694448,
axes1,line1,33,0.00374478798,4.078371825,
axes1,line1,34,0.003861812604,4.132463345,
axes1,line1,35,0.003978837229,4.184085482,
axes1,line1,36,0.004095861853,4.233349468,
axes1,line1,37,0.004212886477,4.280361528,
axes1,line1,38,0.004329911102,4.325223106,
axes1,line1,39,0.004446935726,4.368031081,
axes1,line1,40,0.004563960351,4.408877969,
axes1,line1,41,0.004680984975,4.447852126,
axes1,line1,42,0.004798009599,4.485037927,
axes1,line1,43,0.004915034224,4.520515952,
axes1,line1,44,0.005032058848,4.554363152,
axes1,line1,45,0.005149083472,4.586653017,
axes1,line1,46,0.005266108097,4.617455726,
axes1,line1,47,0.005383132721,4.646838301,
axes1,line1,48,0.005500157346,4.674864748,
axes1,line1,49,0.00561718197,4.701596191,
axes1,line1,50,0.005734206594,4.727091003,
axes1,line1,51,0.005851231219,4.751404929,
axes1,line1,52,0.005968255843,4.774591205,
axes1,line1,53,0.006085280467,4.796700672,
axes1,line1,54,0.006202305092,4.817781881,
axes1,line1,55,0.006319329716,4.837881198,
axes1,line1,56,0.006436354341,4.857042903,
axes1,line1,57,0.006553378965,4.875309281,
axes1,line1,58,0.006670403589,4.892720716,
axes1,line1,59,0.006787428214,4.909315772,
axes1,line1,60,0.006904452838,4.925131278,
axes1,line1,61,0.007021477462,4.940202406,
axes1,line1,62,0.007138502087,4.954562743,
axes1,line1,63,0.007255526711,4.968244366,
axes1,line1,64,0.007372551336,4.981277906,
axes1,line1,65,0.00748957596,4.993692618,
axes1,line1,66,0.007606600584,5.005516437,
axes1,line1,67,0.007723625209,5.016776043,
axes1,line1,68,0.007840649833,5.027496913,
axes1,line1,69,0.007957674457,5.037703379,
axes1,line1,70,0.008074699082,5.047418676,
axes1,line1,71,0.008191723706,5.056664995,
axes1,line1,72,0.008308748331,5.065463525,
axes1,line1,73,0.008425772955,5.073834504,
axes1,line1,74,0.008542797579,5.081797258,
axes1,line1,75,0.008659822204,5.089370243,
axes1,line1,76,0.008776846828,5.096571083,
axes1,line1,77,0.008893871452,5.10341661,
axes1,line1,78,0.009010896077,5.109922898,
axes1,line1,79,0.009127920701,5.116105297,
axes1,line1,80,0.009244945326,5.121978466,
axes1,line1,81,0.00936196995,5.127556405,
axes1,line1,82,0.009478994574,5.132852481,
axes1,line1,83,0.009596019199,5.137879462,
axes1,line1,84,0.009713043823,5.142649541,
axes1,line1,85,0.009830068447,5.147174359,
axes1,line1,86,0.009947093072,5.151465037,
axes1,line1,87,0.0100641177,5.155532192,
axes1,line1,88,0.01018114232,5.159385964,
axes1,line1,89,0.01029816694,5.163036038,
axes1,line1,90,0.01041519157,5.16649166,
axes1,line1,91,0.01053221619,5.169761662,
axes1,line1,92,0.01064924082,5.172854477,
axes1,line1,93,0.01076626544,5.17577816,
axes1,line1,94,0.01088329007,5.178540401,
axes1,line1,95,0.01100031469,5.181148544,
axes1,line1,96,0.01111733932,5.183609604,
axes1,line1,97,0.01123436394,5.185930278,
axes1,line1,98,0.01135138856,5.188116964,
axes1,line1,99,0.01146841319,5.190175769,
axes1,line1,100,0.01158543781,5.192112527,
axes1,line1,101,0.01170246244,5.193932807,
axes1,line1,102,0.01181948706,5.195641931,
axes1,line1,103,0.01193651169,5.197244976,
axes1,line1,104,0.01205353631,5.198746795,
axes1,line1,105,0.01217056093,5.20015202,
axes1,line1,106,0.01228758556,5.201465075,
axes1,line1,107,0.01240461018,5.202690185,
axes1,line1,108,0.01252163481,5.203831383,
axes1,line1,109,0.01263865943,5.204892523,
axes1,line1,110,0.01275568406,5.205877283,
axes1,line1,111,0.01287270868,5.206789176,
axes1,line1,112,0.01298973331,5.207631557,
axes1,line1,113,0.01310675793,5.208407629,
axes1,line1,114,0.01322378255,5.209120453,
axes1,line1,115,0.01334080718,5.209772948,
axes1,line1,116,0.0134578318,5.210367906,
axes1,line1,117,0.01357485643,5.21090799,
axes1,line1,118,0.01369188105,5.211395743,
axes1,line1,119,0.01380890568,5.211833596,
axes1,line1,120,0.0139259303,5.212223867,
axes1,line1,121,0.01404295492,5.212568771,
axes1,line1,122,0.01415997955,5.212870425,
axes1,line1,123,0.01427700417,5.213130847,
axes1,line1,124,0.0143940288,5.213351967,
axes1,line1,125,0.01451105342,5.213535626,
axes1,line1,126,0.01462807805,5.213683582,
axes1,line1,127,0.01474510267,5.213797516,
axes1,line1,128,0.0148621273,5.21387903,
axes1,line1,129,0.01497915192,5.213929656,
axes1,line1,130,0.01509617654,5.213950856,
axes1,line1,131,0.01521320117,5.213944026,
axes1,line1,132,0.01533022579,5.213910499,
axes1,line1,133,0.01544725042,5.213851548,
axes1,line1,134,0.01556427504,5.213768389,
axes1,line1,135,0.01568129967,5.213662181,
axes1,line1,136,0.01579832429,5.213534033,
axes1,line1,137,0.01591534891,5.213385004,
axes1,line1,138,0.01603237354,5.213216103,
axes1,line1,139,0.01614939816,5.213028295,
axes1,line1,140,0.01626642279,5.212822501,
axes1,line1,141,0.01638344741,5.212599601,
axes1,line1,142,0.01650047204,5.212360433,
axes1,line1,143,0.01661749666,5.212105801,
axes1,line1,144,0.01673452129,5.211836468,
axes1,line1,145,0.01685154591,5.211553167,
axes1,line1,146,0.01696857053,5.211256595,
axes1,line1,147,0.01708559516,5.210947417,
axes1,line1,148,0.01720261978,5.21062627,
axes1,line1,149,0.01731964441,5.210293761,
axes1,line1,150,0.01743666903,5.20995047,
axes1,line1,151,0.01755369366,5.20959695,
axes1,line1,152,0.01767071828,5.20923373,
axes1,line1,153,0.0177877429,5.208861313,
axes1,line1,154,0.01790476753,5.208480182,
axes1,line1,155,0.01802179215,5.208090796,
axes1,line1,156,0.01813881678,5.207693593,
axes1,line1,157,0.0182558414,5.207288994,
axes1,line1,158,0.01837286603,5.206877397,
axes1,line1,159,0.01848989065,5.206459184,
axes1,line1,160,0.01860691528,5.20603472,
axes1,line1,161,0.0187239399,5.205604353,
axes1,line1,162,0.01884096452,5.205168414,
axes1,line1,163,0.01895798915,5.20472722,
axes1,line1,164,0.01907501377,5.204281073,
axes1,line1,165,0.0191920384,5.203830263,
axes1,line1,166,0.01930906302,5.203375065,
axes1,line1,167,0.01942608765,5.202915741,
axes1,line1,168,0.01954311227,5.202452543,
axes1,line1,169,0.01966013689,5.20198571,
axes1,line1,170,0.01977716152,5.201515471,
axes1,line1,171,0.01989418614,5.201042043,
axes1,line1,172,0.02001121077,5.200565635,
axes1,line1,173,0.02012823539,5.200086445,
axes1,line1,174,0.02024526002,5.199604663,
axes1,line1,175,0.02036228464,5.199120469,
axes1,line1,176,0.02047930927,5.198634036,
axes1,line1,177,0.02059633389,5.198145529,
axes1,line1,178,0.02071335851,5.197655103,
axes1,line1,179,0.02083038314,5.197162911,
axes1,line1,180,0.02094740776,5.196669093,
axes1,line1,181,0.02106443239,5.196173786,
axes1,line1,182,0.02118145701,5.195677121,
axes1,line1,183,0.02129848164,5.19517922,
axes1,line1,184,0.02141550626,5.194680203,
axes1,line1,185,0.02153253088,5.194180182,
axes1,line1,186,0.02164955551,5.193679265,
axes1,line1,187,0.02176658013,5.193177553,
axes1,line1,188,0.02188360476,5.192675146,
axes1,line1,189,0.02200062938,5.192172135,
axes1,line1,190,0.02211765401,5.19166861,
axes1,line1,191,0.02223467863,5.191164656,
axes1,line1,192,0.02235170326,5.190660352,
axes1,line1,193,0.02246872788,5.190155777,
axes1,line1,194,0.0225857525,5.189651003,
axes1,line1,195,0.02270277713,5.1891461,
axes1,line1,196,0.02281980175,5.188641134,
