Series,Index,X,Y,Z
FOPDT fijo,309,308.000876,57.34245096,
FOPDT fijo,310,309.005895,57.41884892,
FOPDT fijo,311,310.003914,57.49435163,
FOPDT fijo,312,311.005682,57.56977578,
FOPDT fijo,313,312.003089,57.64451282,
FOPDT fijo,314,313.000722,57.7189104,
FOPDT fijo,315,314.004002,57.79337135,
FOPDT fijo,316,315.001661,57.86706107,
FOPDT fijo,317,316.004974,57.94081405,
FOPDT fijo,318,317.001972,58.01375249,
FOPDT fijo,319,318.000781,58.08647491,
FOPDT fijo,320,319.004343,58.15919375,
FOPDT fijo,321,320.000079,58.2310008,
FOPDT fijo,322,321.002106,58.30291654,
FOPDT fijo,323,321.998311,58.37407302,
FOPDT fijo,324,322.999189,58.44522209,
FOPDT fijo,325,324.005268,58.51639789,
FOPDT fijo,326,325.003451,58.58667685,
FOPDT fijo,327,325.998558,58.6564055,
FOPDT fijo,328,327.006736,58.72671186,
FOPDT fijo,329,328.007072,58.79613653,
FOPDT fijo,330,329.005567,58.86510243,
FOPDT fijo,331,330.004414,58.93376334,
FOPDT fijo,332,331.007115,59.0023595,
FOPDT fijo,333,331.999977,59.06995865,
FOPDT fijo,334,333.005858,59.13811708,
FOPDT fijo,335,334.005692,59.20554105,
FOPDT fijo,336,335.003627,59.27251568,
FOPDT fijo,337,336.004581,59.33937203,
FOPDT fijo,338,337.005471,59.40590431,
FOPDT fijo,339,338.005056,59.47203219,
FOPDT fijo,340,339.000953,59.53760191,
FOPDT fijo,341,339.999142,59.60300936,
FOPDT fijo,342,341.003519,59.66850734,
FOPDT fijo,343,342.0032,59.73338687,
FOPDT fijo,344,343.006005,59.7981577,
FOPDT fijo,345,344.003689,59.86228972,
FOPDT fijo,346,345.001668,59.92613475,
FOPDT fijo,347,346.003465,59.98991777,
FOPDT fijo,348,347.007163,60.05351556,
FOPDT fijo,349,348.003922,60.11637174,
FOPDT fijo,350,349.005848,60.17925198,
FOPDT fijo,351,349.999466,60.24131345,
FOPDT fijo,352,351.004274,60.30377411,
FOPDT fijo,353,352.001527,60.36546857,
FOPDT fijo,354,353.004731,60.42723448,
FOPDT fijo,355,354.000076,60.48822385,
FOPDT fijo,356,354.999624,60.54917878,
FOPDT fijo,357,356.00539,60.61021898,
FOPDT fijo,358,357.004064,60.67053844,
FOPDT fijo,359,358.008088,60.73089081,
FOPDT fijo,360,359.000488,60.79025986,
FOPDT fijo,361,360.0016,60.84986478,
FOPDT fijo,362,361.00614,60.90938715,
FOPDT fijo,363,362.0054,60.96831313,
FOPDT fijo,364,363.008873,61.02720435,
FOPDT fijo,365,363.99928,61.0850518,
FOPDT fijo,366,365.004544,61.143487,
FOPDT fijo,367,366.005409,61.20138758,
FOPDT fijo,368,366.998569,61.25856864,
FOPDT fijo,369,367.998919,61.31588928,
FOPDT fijo,370,369.001142,61.37304242,
FOPDT fijo,371,369.998291,61.42963452,
FOPDT fijo,372,371.002536,61.48635676,
FOPDT fijo,373,371.997436,61.5422827,
FOPDT fijo,374,373.003884,61.59858721,
FOPDT fijo,375,374.004156,61.65427787,
FOPDT fijo,376,375.004931,61.70973009,
FOPDT fijo,377,376.001215,61.76467001,
FOPDT fijo,378,377.001697,61.81957817,
FOPDT fijo,379,378.000491,61.8741318,
FOPDT fijo,380,379.006476,61.92881496,
FOPDT fijo,381,380.005397,61.98285399,
FOPDT fijo,382,381.004065,62.03662142,
FOPDT fijo,383,382.005409,62.09027527,
FOPDT fijo,384,382.999623,62.14329303,
FOPDT fijo,385,384.006286,62.19671798,
FOPDT fijo,386,385.004925,62.24946311,
FOPDT fijo,387,386.000324,62.30178658,
FOPDT fijo,388,387.002795,62.35423021,
FOPDT fijo,389,388.004793,62.40639801,
FOPDT fijo,390,389.000363,62.45798371,
FOPDT fijo,391,389.997828,62.50942144,
FOPDT fijo,392,391.007069,62.56121687,
FOPDT fijo,393,392.000069,62.61193494,
FOPDT fijo,394,392.999479,62.66273737,
FOPDT fijo,395,394.006146,62.71366338,
FOPDT fijo,396,395.000281,62.76371495,
FOPDT fijo,397,395.99847,62.81373135,
FOPDT fijo,398,397.00557,62.86395244,
FOPDT fijo,399,398.004511,62.91352786,
FOPDT fijo,400,399.001422,62.96276657,
FOPDT fijo,401,399.999374,63.01182172,
FOPDT fijo,402,401.007063,63.0611181,
FOPDT fijo,403,401.998976,63.10941083,
FOPDT fijo,404,402.999669,63.15789904,
FOPDT fijo,405,403.99952,63.20611483,
FOPDT fijo,406,405.007714,63.25449966,
FOPDT fijo,407,406.008428,63.30229495,
FOPDT fijo,408,406.999377,63.34939858,
FOPDT fijo,409,408.004801,63.39696227,
FOPDT fijo,410,409.006623,63.44412823,
FOPDT fijo,411,410.009379,63.49111201,
FOPDT fijo,412,411.003445,63.53746637,
FOPDT fijo,413,412.003343,63.5838705,
FOPDT fijo,414,413.001457,63.62997068,
FOPDT fijo,415,414.002932,63.67600506,
FOPDT fijo,416,415.003633,63.72178377,
FOPDT fijo,417,416.000547,63.76717154,
FOPDT fijo,418,417.005332,63.81269883,
FOPDT fijo,419,418.00556,63.8578025,
FOPDT fijo,420,419.003307,63.90257947,
FOPDT fijo,421,420.002294,63.94719817,
FOPDT fijo,422,421.005358,63.99178462,
FOPDT fijo,423,422.00555,64.03603058,
FOPDT fijo,424,423.005345,64.08004759,
FOPDT fijo,425,424.006608,64.12391844,
FOPDT fijo,426,425.00614,64.16750405,
FOPDT fijo,427,426.006393,64.21091265,
FOPDT fijo,428,427.004359,64.2540152,
FOPDT fijo,429,428.000832,64.29684813,
FOPDT fijo,430,429.004519,64.33978494,
FOPDT fijo,431,430.006929,64.38246155,
FOPDT fijo,432,431.005887,64.42478779,
